institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,studiumkode,studiumnavn,nivaakode,nivaanavn,nus_kode,studiepoeng,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
1120,Universitetet i Bergen,2023,BAMN-PTEK,Bachelorprogram i petroleum- og prosessteknologi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",652213,180.00,0,0,0,0
1120,Universitetet i Bergen,2023,BAMN-STATS,Bachelorprogram i statistikk og data science,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",653203,180.00,3,,,1
1120,Universitetet i Bergen,2023,BAOD-TANNP,Bachelorprogram i tannpleie,TANNPL,Tannpleier,B3,"Bachelor, 3-årig",664202,180.00,30,,,1
1120,Universitetet i Bergen,2023,BAPS-AOP,Bachelorprogram i arbeids- og organisasjonspsykologi,PSYKOLOGI,Psykologi,B3,"Bachelor, 3-årig",636101,180.00,59,51,8,0
1120,Universitetet i Bergen,2023,BAPS-PED,Bachelorprogram i pedagogikk,UVFAG,Pedagogiske fag,B3,"Bachelor, 3-årig",624104,180.00,15,,,1
1120,Universitetet i Bergen,2023,BAPS-PSYK,Bachelorprogram i generell psykologi,PSYKOLOGI,Psykologi,B3,"Bachelor, 3-årig",636101,180.00,44,27,17,0
1120,Universitetet i Bergen,2023,BAPS-SPED,Bachelorprogram i spesialpedagogikk,UVFAG,Pedagogiske fag,B3,"Bachelor, 3-årig",624205,180.00,32,28,4,0
1120,Universitetet i Bergen,2023,BASV-AORG,Bachelorprogram i administrasjon og organisasjonsvitenskap,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",631113,180.00,73,51,22,0
1120,Universitetet i Bergen,2023,BASV-EUR,Bachelorprogram i europastudier,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",631999,180.00,15,5,10,0
1120,Universitetet i Bergen,2023,BASV-GEOG,Bachelorprogram i geografi,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",633103,180.00,27,19,8,0
1120,Universitetet i Bergen,2023,BASV-IKT,Bachelorprogram i informasjons- og kommunikasjonsteknologi (IKT),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635119,180.00,14,,,1
1120,Universitetet i Bergen,2023,BASV-INFO,Bachelorprogram i informasjonsvitenskap,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635114,180.00,81,20,61,0
1120,Universitetet i Bergen,2023,BASV-JOU,Bachelorprogram i journalistikk,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635205,180.00,24,13,11,0
1120,Universitetet i Bergen,2023,BASV-KOGNI,Bachelorprogram i kognitiv vitenskap,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635103,180.00,19,10,9,0
1120,Universitetet i Bergen,2023,BASV-MEVI,Bachelorprogram i medier og kommunikasjon,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635113,180.00,49,36,13,0
1120,Universitetet i Bergen,2023,BASV-MIX,Bachelorprogram i medie- og interaksjonsdesign,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635115,180.00,28,20,8,0
1120,Universitetet i Bergen,2023,BASV-POLØK,Bachelorprogram i politisk økonomi,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",634902,180.00,4,,,1
1120,Universitetet i Bergen,2023,BASV-SANT,Bachelorprogram i sosialantropologi,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",638103,180.00,51,40,11,0
1120,Universitetet i Bergen,2023,BASV-SAPO,Bachelorprogram i sammenliknende politikk,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",631118,180.00,109,73,36,0
1120,Universitetet i Bergen,2023,BASV-SOS,Bachelorprogram i sosiologi,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",632102,180.00,76,57,19,0
1120,Universitetet i Bergen,2023,BASV-SØK,Bachelorprogram i samfunnsøkonomi,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",634103,180.00,74,29,45,0
1120,Universitetet i Bergen,2023,BASV-TVP,Bachelorprogram i film- og TV-produksjon,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635911,180.00,23,12,11,0
1120,Universitetet i Bergen,2023,BATF-IMØ,Bachelorprogram i informatikk-matematikk-økonomi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654999,180.00,26,13,13,0
1120,Universitetet i Bergen,2023,JMAMN-QAL2,Erasmus Mundus Master in Quality in Analytica Laborotories (EMQAL),REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752213,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,KURATOR,Masterprogram i kuratorpraksis,VISKUN,Visuell kunst,ME,"Master, erfaringsbasert, 1,5-2 år",716902,90.00,6,,,1
1120,Universitetet i Bergen,2023,MADESIGN,Masterprogram i design,DESIGN,Designutdanning,M2,"Master, 2-årig",716906,120.00,25,17,8,0
1120,Universitetet i Bergen,2023,MAHF-ARK,Masterprogram i arkeologi,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713306,120.00,16,12,4,0
1120,Universitetet i Bergen,2023,MAHF-DIKUL,Masterprogram i digital kultur,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713999,120.00,14,7,7,0
1120,Universitetet i Bergen,2023,MAHF-ENG,Masterprogram i engelsk,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711124,120.00,13,,,1
1120,Universitetet i Bergen,2023,MAHF-FILO,Masterprogram i filosofi,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713505,120.00,16,5,11,0
1120,Universitetet i Bergen,2023,MAHF-FRAN,Masterprogram i fransk,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711125,120.00,4,,,1
1120,Universitetet i Bergen,2023,MAHF-HIS,Masterprogram i historie,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713107,120.00,20,8,12,0
1120,Universitetet i Bergen,2023,MAHF-INMUT,Integrert masterprogram i musikkterapi,MUSIKK,Utøvende musikkutdanning,M5,"Master, 5-årig",715136,300.00,9,5,4,0
1120,Universitetet i Bergen,2023,MAHF-ITAL,Masterprogram i italiensk,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711126,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAHF-KUN,Masterprogram i kunsthistorie,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713203,120.00,6,,,1
1120,Universitetet i Bergen,2023,MAHF-KUVI,Masterprogram i kulturvitenskap,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713412,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAHF-LAT,Masterprogram i latin,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711509,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAHF-LING,Masterprogram i lingvistikk,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711727,120.00,8,5,3,0
1120,Universitetet i Bergen,2023,MAHF-LITT,Masterprogram i allmenn litteraturvitenskap,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713999,120.00,10,5,5,0
1120,Universitetet i Bergen,2023,MAHF-LÆFR,"Lektorutdanning med master i fremmedspråk (engelsk, fransk, spansk eller tysk)",INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723109,300.00,19,12,7,0
1120,Universitetet i Bergen,2023,MAHF-LÆHR,Lektorutdanning med master i historie eller religionsvitenskap,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723113,300.00,26,17,9,0
1120,Universitetet i Bergen,2023,MAHF-LÆNO,Lektorutdanning med master i nordisk,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723109,300.00,25,18,7,0
1120,Universitetet i Bergen,2023,MAHF-MUUT,Masterprogram i utøvende musikk eller komposisjon,MUSIKK,Utøvende musikkutdanning,M2,"Master, 2-årig",715125,120.00,11,3,8,0
1120,Universitetet i Bergen,2023,MAHF-NOFI,Masterprogram i norrøn filologi,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711123,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAHF-NORD,Masterprogram i nordisk språk og litteratur,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711123,120.00,10,6,4,0
1120,Universitetet i Bergen,2023,MAHF-RELV,Masterprogram i religionsvitenskap,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",714218,120.00,5,,,1
1120,Universitetet i Bergen,2023,MAHF-SDG,Masterprogram i bærekraft,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",719999,120.00,13,9,4,0
1120,Universitetet i Bergen,2023,MAHF-SPLA,Masterprogram i spansk og latinamerikastudier,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711128,120.00,10,,,1
1120,Universitetet i Bergen,2023,MAHF-TEAT,Masterprogram i teatervitenskap,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713499,120.00,3,,,1
1120,Universitetet i Bergen,2023,MAHF-TYS,Masterprogram i tysk,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711127,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAJUR,Femårig masterprogram i rettsvitenskap,JUS,Juridiske fag,M5,"Master, 5-årig",737102,300.00,391,264,127,0
1120,Universitetet i Bergen,2023,MAJUR-2,Toårig masterprogram i rettsvitenskap,JUS,Juridiske fag,M2,"Master, 2-årig",737103,120.00,48,27,21,0
1120,Universitetet i Bergen,2023,MAKUNST,Masterprogram i kunst,VISKUN,Visuell kunst,M2,"Master, 2-årig",716907,120.00,32,19,13,0
1120,Universitetet i Bergen,2023,MAMD-GLOB,Masterprogram i global helse,HELSEFAG,Helsefag,M2,"Master, 2-årig",769999,120.00,30,24,6,0
1120,Universitetet i Bergen,2023,MAMD-HELSE,Masterprogram i helsevitenskap,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAMD-HESAM,Masterprogram i helse og samfunn,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,14,,,1
1120,Universitetet i Bergen,2023,MAMD-MANT,Klinisk masterstudium for fysioterapeuter i manuellterapi (MFMT),HELSEFAG,Helsefag,M2,"Master, 2-årig",765206,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAMD-MEDBI,Masterprogram i biomedisin,HELSEFAG,Helsefag,M2,"Master, 2-årig",751910,120.00,34,21,13,0
1120,Universitetet i Bergen,2023,MAMD-NUCLI,Masterprogram i klinisk ernæring,ERNÆRING,Ernæring,M2,"Master, 2-årig",769917,120.00,15,,,1
1120,Universitetet i Bergen,2023,MAMD-NUHUM,Masterprogram i ernæring - Human ernæring,ERNÆRING,Ernæring,M2,"Master, 2-årig",769917,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAMN-AKTUA,Integrert masterprogram i aktuarfag og dataanalyse,REALFAG,Matematisk-naturvitenskapelige fag,M5,"Master, 5-årig",753909,300.00,3,,,1
1120,Universitetet i Bergen,2023,MAMN-BIO,Masterprogram i biologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751909,120.00,52,39,13,0
1120,Universitetet i Bergen,2023,MAMN-ENERG,Masterprogram i energi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752903,120.00,14,,,1
1120,Universitetet i Bergen,2023,MAMN-FISK,Profesjonsstudium i fiskehelse - akvamedisin,REALFAG,Matematisk-naturvitenskapelige fag,M5,"Master, 5-årig",751599,300.00,20,9,11,0
1120,Universitetet i Bergen,2023,MAMN-GEOF,Masterprogram i meteorologi og oseanografi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",756213,120.00,12,8,4,0
1120,Universitetet i Bergen,2023,MAMN-GEOV,Masterprogram i geovitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",756901,120.00,37,18,19,0
1120,Universitetet i Bergen,2023,MAMN-HAVSJ,Integrert masterprogram i havbruk (sivilingeniør),TEKNOLOGI,Teknologi,M5,"Master, 5-årig",751513,300.00,23,15,8,0
1120,Universitetet i Bergen,2023,MAMN-HTEK,Masterprogram i havteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752905,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAMN-INF,Masterprogram i informatikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",754115,120.00,55,12,43,0
1120,Universitetet i Bergen,2023,MAMN-KJEM,Masterprogram i kjemi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752214,120.00,17,6,11,0
1120,Universitetet i Bergen,2023,MAMN-LÆRE,Lektorprogram i naturvitenskap og matematikk,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723405,300.00,26,16,10,0
1120,Universitetet i Bergen,2023,MAMN-MAB,Masterprogram i anvendt og beregningsorientert matematikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",753109,120.00,9,4,5,0
1120,Universitetet i Bergen,2023,MAMN-MAT,Masterprogram i matematikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",753109,120.00,5,,,1
1120,Universitetet i Bergen,2023,MAMN-MOL,Masterprogram i molekylærbiologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751999,120.00,15,9,6,0
1120,Universitetet i Bergen,2023,MAMN-NANO,Masterprogram i nanovitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752214,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAMN-PETR,Masterprogram i reservoar og geoenergi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752222,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAMN-PHYS,Masterprogram i fysikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752113,120.00,13,3,10,0
1120,Universitetet i Bergen,2023,MAMN-PRO,Masterprogram i energi- og prosessteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752223,120.00,3,,,1
1120,Universitetet i Bergen,2023,MAMN-PROG,Felles masterprogram i programvareutvikling,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",754115,120.00,29,7,22,0
1120,Universitetet i Bergen,2023,MAMN-STAT,Masterprogram i statistikk og data science,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",753205,120.00,5,,,1
1120,Universitetet i Bergen,2023,MAOD-ODONT,Integrert masterprogram i odontologi,ODO,Odontologi,M5,"Master, 5-årig",764106,300.00,48,31,17,0
1120,Universitetet i Bergen,2023,MAPS-AOP,Masterprogram i arbeids- og organisasjonspsykologi,PSYKOLOGI,Psykologi,M2,"Master, 2-årig",736999,120.00,17,10,7,0
1120,Universitetet i Bergen,2023,MAPS-BARN,Masterprogram i barnevern,HELSEFAG,Helsefag,M2,"Master, 2-årig",762106,120.00,30,,,1
1120,Universitetet i Bergen,2023,MAPS-GLODE,Master's Programme in Global development Theory and Practice,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",736902,120.00,18,,,1
1120,Universitetet i Bergen,2023,MAPS-HEFR,Masterprogram i helsefremmende arbeid og helsepsykologi,HELSEFAG,Helsefag,M2,"Master, 2-årig",769999,120.00,17,,,1
1120,Universitetet i Bergen,2023,MAPS-LOG06,Masterprogram i helsefag - Logopedi,HELSEFAG,Helsefag,M2,"Master, 2-årig",769945,120.00,19,16,3,0
1120,Universitetet i Bergen,2023,MAPS-PED,Masterprogram i pedagogikk,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724115,120.00,11,8,3,0
1120,Universitetet i Bergen,2023,MAPS-PEDIK,"Masterprogram i pedagogikk, deltid",UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724115,120.00,0,0,0,0
1120,Universitetet i Bergen,2023,MAPS-PSYK,Masterprogram i psykologi,PSYKOLOGI,Psykologi,M2,"Master, 2-årig",736999,120.00,21,17,4,0
1120,Universitetet i Bergen,2023,MAPS-SPED,Masterprogram i spesialpedagogikk,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724207,120.00,15,,,1
1120,Universitetet i Bergen,2023,MASV-AORG,Masterprogram i administrasjon og organisasjonsvitenskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731111,120.00,23,11,12,0
1120,Universitetet i Bergen,2023,MASV-DEMOK,Erfaringsbasert master i demokratibygging,SAMVIT,Samfunnsvitenskap,ME,"Master, erfaringsbasert, 1,5-2 år",731120,90.00,13,6,7,0
1120,Universitetet i Bergen,2023,MASV-GEOG,Masterprogram i geografi,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733111,120.00,9,5,4,0
1120,Universitetet i Bergen,2023,MASV-INFO,Masterprogram i informasjonsvitenskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",735115,120.00,25,5,20,0
1120,Universitetet i Bergen,2023,MASV-MAN,Masterprogram i manusutvikling for serier,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",735908,120.00,6,,,1
1120,Universitetet i Bergen,2023,MASV-MEHA,Master's Programme in Geographies of Sustainable Development,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733110,120.00,3,,,1
1120,Universitetet i Bergen,2023,MASV-MEVI,Masterprogram i medier og kommunikasjon,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",735116,120.00,23,14,9,0
1120,Universitetet i Bergen,2023,MASV-MIX,Masterprogram i medie- og interaksjonsdesign,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",735117,120.00,9,5,4,0
1120,Universitetet i Bergen,2023,MASV-PHYG,Master's Programme in Physical Geography,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733199,120.00,3,,,1
1120,Universitetet i Bergen,2023,MASV-PUBAD,Master's Programme in Public Administration,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731111,120.00,11,5,6,0
1120,Universitetet i Bergen,2023,MASV-SANT,Masterprogram i sosialantropologi,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",738106,120.00,11,,,1
1120,Universitetet i Bergen,2023,MASV-SAPO,Masterprogram i sammenliknende politikk,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731114,120.00,17,9,8,0
1120,Universitetet i Bergen,2023,MASV-SOS,Masterprogram i sosiologi,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",732106,120.00,23,17,6,0
1120,Universitetet i Bergen,2023,MASV-SYSDY,Masterprogram i Systemdynamikk (Modellbasert samfunnsplanlegging),SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733110,120.00,21,14,7,0
1120,Universitetet i Bergen,2023,MASV-SØK,Masterprogram i samfunnsøkonomi,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",734103,120.00,28,12,16,0
1120,Universitetet i Bergen,2023,MASV-UJO,Masterprogram i undersøkende journalistikk,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",735203,120.00,14,8,6,0
1120,Universitetet i Bergen,2023,MATF-FARM,Integrert masterprogram i farmasi,FARMASI,Farmasi,M5,"Master, 5-årig",766103,300.00,16,,,1
1120,Universitetet i Bergen,2023,MATF-HEVID,"Erfaringsbasert master i helseledelse, kvalitetsforbedring og helseøkonomi",HELSEFAG,Helsefag,ME,"Master, erfaringsbasert, 1,5-2 år",769999,90.00,12,,,1
1120,Universitetet i Bergen,2023,PPU-MUS,"PPU i kunst, musikk og design",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,23,18,5,0
1120,Universitetet i Bergen,2023,PRAPED,Praktisk-pedagogisk utdanning,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,47,23,24,0
1120,Universitetet i Bergen,2023,PRMEDISIN,Medisinstudiet,MEDISIN,Medisin,PR,Profesjonsstudium,763101,360.00,160,112,48,0
1120,Universitetet i Bergen,2023,PROF-SØK,Profesjonsstudium i samfunnsøkonomi,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",734104,300.00,18,10,8,0
1120,Universitetet i Bergen,2023,PRPSYK,Profesjonsstudiet i psykologi,PSYKOLOGI,Psykologi,PR,Profesjonsstudium,736102,360.00,57,50,7,0
