field,level,n_employed,rank,styrk08,styrk08_name,share,exposure_norm,exposure2_norm,quintile_v1,quintile_v2
Økonomiske og administrative fag,Videregående avsluttende,62884,7,3313,Regnskapsførere,0.026318,0.822898,0.793052,5,5
Økonomiske og administrative fag,Videregående avsluttende,62884,8,5311,Barnehage- og skolefritidsassistenter mv.,0.025316,0.145058,0.255320,2,3
Økonomiske og administrative fag,Videregående avsluttende,62884,9,1120,Administrerende direktører,0.024044,0.511564,0.585440,4,5
Økonomiske og administrative fag,Videregående avsluttende,62884,10,5329,Andre pleiemedarbeidere,0.020466,0.268401,0.152646,3,2
Økonomiske og administrative fag,Videregående grunnutdanning,12455,1,4110,Kontormedarbeidere,0.099398,0.610279,0.665079,5,5
Økonomiske og administrative fag,Videregående grunnutdanning,12455,2,5223,Butikkmedarbeidere,0.095544,0.351263,0.329793,3,3
Økonomiske og administrative fag,Videregående grunnutdanning,12455,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.049538,0.597785,0.766679,5,5
Økonomiske og administrative fag,Videregående grunnutdanning,12455,4,4311,Regnskapsmedarbeidere,0.042794,0.808274,0.772580,5,5
Økonomiske og administrative fag,Videregående grunnutdanning,12455,5,5329,Andre pleiemedarbeidere,0.041590,0.268401,0.152646,3,2
Økonomiske og administrative fag,Videregående grunnutdanning,12455,6,3322,Selgere (engros),0.041429,0.552398,0.587087,5,5
Økonomiske og administrative fag,Videregående grunnutdanning,12455,7,1420,Varehandelssjefer,0.041349,0.493097,0.620845,4,5
Økonomiske og administrative fag,Videregående grunnutdanning,12455,8,5311,Barnehage- og skolefritidsassistenter mv.,0.041349,0.145058,0.255320,2,3
Økonomiske og administrative fag,Videregående grunnutdanning,12455,9,3313,Regnskapsførere,0.032838,0.822898,0.793052,5,5
Økonomiske og administrative fag,Videregående grunnutdanning,12455,10,3312,Kundebehandlere lån og kreditt,0.026495,0.623543,0.698251,5,5
