styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour,shared_elements
3324,3,2433,0.8708,3,2,Selling or Influencing Others; Persuasion; Negotiation
3324,4,3334,0.8371,3,4,Selling or Influencing Others; Negotiation; Persuasion
3324,5,1211,0.8279,3,1,Management of Financial Resources; Mathematics; Negotiation
3331,1,4321,0.6879,2,3,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
3331,2,4211,0.5435,2,2,Selling or Influencing Others; Resolving Conflicts and Negotiating with Others; Performing for or Working Directly with the Public
3331,3,5249,0.4952,2,1,"Selling or Influencing Others; Operating Vehicles, Mechanized Devices, or Equipment; Documenting/Recording Information"
3331,4,9621,0.4866,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects; Performing General Physical Activities"
3331,5,8322,0.4781,2,4,"Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects; Performing General Physical Activities"
3332,1,1219,0.8858,1,5,Scheduling Work and Activities; Management of Financial Resources; Time Management
3332,2,1114,0.8648,1,2,Management of Financial Resources; Management of Material Resources; Scheduling Work and Activities
3332,3,1112,0.8599,1,3,Management of Financial Resources; Monitoring and Controlling Resources; Management of Material Resources
3332,4,1213,0.8572,1,1,Scheduling Work and Activities; Management of Financial Resources; Coordination
3332,5,1439,0.8572,1,1,Scheduling Work and Activities; Management of Financial Resources; Coordination
3333,1,4110,0.6349,2,2,Performing Administrative Activities; Speaking; Active Listening
3333,2,4225,0.6186,2,2,Performing Administrative Activities; Speaking; Writing
3333,3,4212,0.6138,2,5,Negotiation; Service Orientation; Management of Personnel Resources
3333,4,4226,0.5891,2,1,Performing Administrative Activities; Speaking; Resolving Conflicts and Negotiating with Others
3333,5,5211,0.5876,2,1,Speaking; Negotiation; Performing Administrative Activities
3334,1,2433,0.8495,4,2,Negotiation; Selling or Influencing Others; Persuasion
3334,2,3324,0.8371,4,3,Selling or Influencing Others; Negotiation; Persuasion
3334,3,3311,0.8366,4,2,Selling or Influencing Others; Negotiation; Management of Financial Resources
3334,4,1212,0.8168,4,3,Management of Financial Resources; Resolving Conflicts and Negotiating with Others; Negotiation
3334,5,3339,0.8141,4,7,Negotiation; Selling or Influencing Others; Persuasion
3339,1,3321,0.9131,7,3,Selling or Influencing Others; Persuasion; Negotiation
3339,2,2434,0.8645,7,3,Persuasion; Selling or Influencing Others; Negotiation
3339,3,2422,0.8617,7,1,Selling or Influencing Others; Persuasion; Negotiation
3339,4,3322,0.8544,7,3,Selling or Influencing Others; Persuasion; Negotiation
3339,5,2433,0.8478,7,2,Persuasion; Selling or Influencing Others; Negotiation
3341,1,1431,0.9179,1,2,Staffing Organizational Units; Management of Personnel Resources; Coordination
3341,2,1343,0.9018,1,2,Staffing Organizational Units; Management of Personnel Resources; Time Management
3341,3,1345,0.8971,1,2,Staffing Organizational Units; Time Management; Management of Personnel Resources
3341,4,1342,0.888,1,1,Staffing Organizational Units; Management of Personnel Resources; Time Management
3341,5,1114,0.8872,1,2,Staffing Organizational Units; Management of Personnel Resources; Coordination
3342,1,3343,0.7902,1,2,"Performing Administrative Activities; Scheduling Work and Activities; Organizing, Planning, and Prioritizing Work"
3342,2,4225,0.7534,1,2,Performing Administrative Activities; Working with Computers; Writing
3342,3,3411,0.7279,1,6,Performing Administrative Activities; Processing Information; Analyzing Data or Information
3342,4,4313,0.726,1,1,Performing Administrative Activities; Processing Information; Reading Comprehension
3342,5,4416,0.6955,1,1,"Performing Administrative Activities; Organizing, Planning, and Prioritizing Work; Processing Information"
3343,1,4225,0.8308,2,2,Performing Administrative Activities; Working with Computers; Communicating with People Outside the Organization
3343,2,4131,0.7977,2,1,"Performing Administrative Activities; Organizing, Planning, and Prioritizing Work; Working with Computers"
3343,3,3342,0.7902,2,1,"Performing Administrative Activities; Scheduling Work and Activities; Organizing, Planning, and Prioritizing Work"
3343,4,4311,0.7759,2,2,Performing Administrative Activities; Working with Computers; Communicating with People Outside the Organization
3343,5,4110,0.7684,2,2,Performing Administrative Activities; Working with Computers; Active Listening
3351,1,3355,0.9722,3,2,Resolving Conflicts and Negotiating with Others; Communicating with People Outside the Organization; Performing Administrative Activities
3351,2,5413,0.8172,3,2,Resolving Conflicts and Negotiating with Others; Social Perceptiveness; Staffing Organizational Units
3351,3,1219,0.8137,3,5,Performing Administrative Activities; Resolving Conflicts and Negotiating with Others; Management of Personnel Resources
3351,4,1439,0.8118,3,1,Resolving Conflicts and Negotiating with Others; Performing Administrative Activities; Staffing Organizational Units
3351,5,1349,0.8118,3,1,Resolving Conflicts and Negotiating with Others; Performing Administrative Activities; Staffing Organizational Units
3352,1,3354,0.7842,1,2,Communicating with People Outside the Organization; Performing for or Working Directly with the Public; Evaluating Information to Determine Compliance with Standards
3352,2,3353,0.7815,1,2,Communicating with People Outside the Organization; Evaluating Information to Determine Compliance with Standards; Performing for or Working Directly with the Public
3352,3,3312,0.7635,1,2,Communicating with People Outside the Organization; Mathematics; Performing for or Working Directly with the Public
3352,4,2411,0.6789,1,3,Mathematics; Processing Information; Evaluating Information to Determine Compliance with Standards
3352,5,4229,0.6765,1,1,Performing for or Working Directly with the Public; Evaluating Information to Determine Compliance with Standards; Communicating with People Outside the Organization
3353,1,4229,0.9355,2,1,Evaluating Information to Determine Compliance with Standards; Performing for or Working Directly with the Public; Processing Information
3353,2,3354,0.9237,2,2,Evaluating Information to Determine Compliance with Standards; Performing Administrative Activities; Communicating with People Outside the Organization
3353,3,3312,0.8402,2,2,Communicating with People Outside the Organization; Performing Administrative Activities; Evaluating Information to Determine Compliance with Standards
3353,4,2423,0.8137,2,4,Evaluating Information to Determine Compliance with Standards; Speaking; Performing Administrative Activities
3353,5,3352,0.7815,2,1,Communicating with People Outside the Organization; Evaluating Information to Determine Compliance with Standards; Performing for or Working Directly with the Public
3354,1,3353,0.9237,2,2,Evaluating Information to Determine Compliance with Standards; Performing Administrative Activities; Communicating with People Outside the Organization
3354,2,4229,0.855,2,1,Performing for or Working Directly with the Public; Evaluating Information to Determine Compliance with Standards; Processing Information
3354,3,3312,0.8056,2,2,Performing Administrative Activities; Communicating with People Outside the Organization; Performing for or Working Directly with the Public
3354,4,3352,0.7842,2,1,Communicating with People Outside the Organization; Performing for or Working Directly with the Public; Evaluating Information to Determine Compliance with Standards
3354,5,2411,0.7613,2,3,Performing Administrative Activities; Processing Information; Working with Computers
3355,1,3351,0.9722,2,3,Resolving Conflicts and Negotiating with Others; Communicating with People Outside the Organization; Performing Administrative Activities
3355,2,1112,0.8175,2,3,Persuasion; Staffing Organizational Units; Coordination
3355,3,2263,0.8135,2,2,Communicating with People Outside the Organization; Updating and Using Relevant Knowledge; Interpreting the Meaning of Information for Others
3355,4,2222,0.8117,2,1,"Documenting/Recording Information; Assisting and Caring for Others; Identifying Objects, Actions, and Events"
3355,5,1345,0.8021,2,2,Performing Administrative Activities; Instructing; Learning Strategies
3359,1,3257,0.7267,1,4,Quality Control Analysis; Evaluating Information to Determine Compliance with Standards; Documenting/Recording Information
3359,2,3119,0.4762,1,10,Quality Control Analysis; Science; Documenting/Recording Information
3359,3,7515,0.4638,1,2,"Quality Control Analysis; Identifying Objects, Actions, and Events; Judging the Qualities of Objects, Services, or People"
3359,4,3112,0.4449,1,5,Evaluating Information to Determine Compliance with Standards; Documenting/Recording Information; Communicating with People Outside the Organization
3359,5,3153,0.3833,1,3,"Evaluating Information to Determine Compliance with Standards; Monitoring; Identifying Objects, Actions, and Events"
3411,1,4229,0.8022,6,1,Documenting/Recording Information; Getting Information; Processing Information
3411,2,3353,0.7785,6,2,Documenting/Recording Information; Getting Information; Evaluating Information to Determine Compliance with Standards
3411,3,3354,0.7408,6,2,Documenting/Recording Information; Performing Administrative Activities; Working with Computers
3411,4,4312,0.7302,6,5,Working with Computers; Processing Information; Getting Information
3411,5,3342,0.7279,6,1,Performing Administrative Activities; Processing Information; Analyzing Data or Information
3412,1,2635,0.823,1,8,Social Perceptiveness; Assisting and Caring for Others; Service Orientation
3412,2,2352,0.714,1,4,Social Perceptiveness; Service Orientation; Assisting and Caring for Others
3412,3,2423,0.7058,1,4,"Communicating with Supervisors, Peers, or Subordinates; Service Orientation; Performing Administrative Activities"
3412,4,2359,0.6985,1,2,"Social Perceptiveness; Service Orientation; Communicating with Supervisors, Peers, or Subordinates"
3412,5,2267,0.6949,1,1,Service Orientation; Assisting and Caring for Others; Social Perceptiveness
3421,1,7113,0.3303,1,2,"Estimating the Quantifiable Characteristics of Products, Events, or Information; Performing General Physical Activities; Handling and Moving Objects"
3421,2,5169,0.3013,1,4,Coordination; Performing for or Working Directly with the Public; Negotiation
3421,3,5322,0.2839,1,3,"Coaching and Developing Others; Estimating the Quantifiable Characteristics of Products, Events, or Information; Performing General Physical Activities"
3421,4,5413,0.2726,1,2,Coordination; Coaching and Developing Others; Developing and Building Teams
3421,5,3230,0.2689,1,1,"Performing General Physical Activities; Estimating the Quantifiable Characteristics of Products, Events, or Information; Coordination"
3422,1,3423,0.8038,3,4,Coaching and Developing Others; Instructing; Learning Strategies
3422,2,2355,0.7819,3,2,Coaching and Developing Others; Training and Teaching Others; Instructing
3422,3,2353,0.7786,3,3,Coaching and Developing Others; Instructing; Learning Strategies
3422,4,5165,0.7441,3,1,Coaching and Developing Others; Training and Teaching Others; Instructing
3422,5,2354,0.7441,3,1,Coaching and Developing Others; Training and Teaching Others; Instructing
3423,1,3422,0.8038,4,3,Coaching and Developing Others; Instructing; Learning Strategies
3423,2,2355,0.7902,4,2,Coaching and Developing Others; Training and Teaching Others; Instructing
3423,3,2353,0.7776,4,3,Coaching and Developing Others; Instructing; Training and Teaching Others
3423,4,5165,0.7425,4,1,Coaching and Developing Others; Training and Teaching Others; Instructing
3423,5,2354,0.7425,4,1,Coaching and Developing Others; Training and Teaching Others; Instructing
3431,1,3254,0.4265,1,1,Selling or Influencing Others; Performing Administrative Activities; Performing for or Working Directly with the Public
3431,2,3332,0.419,1,1,Scheduling Work and Activities; Performing Administrative Activities; Selling or Influencing Others
3431,3,3251,0.3851,1,2,Selling or Influencing Others; Performing for or Working Directly with the Public; Scheduling Work and Activities
3431,4,8132,0.36,1,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Equipment Selection
3431,5,5223,0.3556,1,2,Selling or Influencing Others; Performing for or Working Directly with the Public; Resolving Conflicts and Negotiating with Others
3432,1,2163,0.7299,3,2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Operations Analysis; Thinking Creatively"
3432,2,2162,0.7258,3,1,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Operations Analysis; Thinking Creatively"
3432,3,2654,0.684,3,3,"Thinking Creatively; Operations Analysis; Organizing, Planning, and Prioritizing Work"
3432,4,2432,0.6171,3,1,"Thinking Creatively; Organizing, Planning, and Prioritizing Work; Operations Analysis"
3432,5,1221,0.6149,3,2,Thinking Creatively; Operations Analysis; Selling or Influencing Others
