nus_kode,nus_kode_forelder,nus_niva,nus_aktiv,nus_navn_nb,nus_kortnavn_nb,nus_navn_en,isced2013_kode,isced2013_navn
731119,7311,5,True,"Master, internasjonal sikkerhet, etterretning og etikk (ISEE), 1½-årig",Internasjonal sikkerhet og etterretning,"Master degree, international security, intelligence and ethics, 1½-year",0312,Political sciences and civics
731120,7311,5,True,"Master, demokratibygging, 1½-årig",Demokratibygging,"Master degree, democracy building, 1½-year",0312,Political sciences and civics
731121,7311,5,True,"Master, internasjonale studier, toårig",Internasjonale studier,"Master degree, international studies, two-year",0312,Political sciences and civics
731124,7311,5,True,"Master, erfaringsbasert masterprogram i offentlig forvaltning",,"Master degree, experience-based master's program in public administration",0312,Political sciences and civics
731199,7311,5,True,"Statsvitenskapelige fag, uspesifiserte, høyere nivå",Statsvitenskapelige fag,"Political science, unspecified, graduate level",0312,Political sciences and civics
7319,731,4,True,"Statsvitenskapelige fag, andre",,"Political science, other",,
731901,7319,5,True,Aspirantkurs for utenrikstjenesten,Aspirantkurs for utenrikstjenesten,Trainee course for foreign service,0312,Political sciences and civics
731905,7319,5,True,"Master of Philosophy, samfunnsvitenskapelige fag, 1½-årig",Samfunnsvitenskap,"Master of Philosophy, social sciences, 1½-year",0312,Political sciences and civics
731906,7319,5,True,"Master of Science, samfunnsvitenskapelige fag, toårig",Samfunnsvitenskap,"Master of Science, social sciences, two-year",0312,Political sciences and civics
731907,7319,5,True,"Master of Arts, samfunnsvitenskapelige fag",Samfunnsvitenskap,"Master of Arts, social sciences",0312,Political sciences and civics
731909,7319,5,True,"Master of Philosophy, peace and conflict transformation, toårig",,"Master of Philosophy, peace and conflict transformation, two-year",0312,Political sciences and civics
731910,7319,5,True,"Master, peace and conflict studies, toårig",Freds- og konfliktstudier,"Master degree, peace and conflict studies, two-year",0312,Political sciences and civics
731911,7319,5,True,"Master, samfunnsvitenskap, toårig",Samfunnsvitenskap,"Master degree, social science, two-year",0312,Political sciences and civics
731912,7319,5,True,"Master, samfunnssikkerhet, toårig",Samfunnssikkerhet,"Master degree, social security, two-year",1032,Protection of persons and property
731913,7319,5,True,"Master, arbeidslivsstudier, toårig",,"Master degree, working life studies, two-year",0312,Political sciences and civics
731914,7319,5,True,"Master, samfunnsarbeid, toårig",Samfunnsarbeid,"Master degree, social work, two-year",0312,Political sciences and civics
731915,7319,5,True,"Master, velferdsstudier, toårig",Velferdsstudier,"Master degree, welfare studies, two-year",0413,Management and administration
731916,7319,5,True,"Master, interkulturelt arbeid, 1½-årig",Interkulturelt arbeid,"Master degree, intercultural work, 1½-year",0314,Sociology and cultural studies
731917,7319,5,True,"Master, samfunnsvitenskap, 1½-årig",Samfunnsvitenskap,"Master degree, social science, 1½-year",0312,Political sciences and civics
731918,7319,5,True,"Master, interkulturelle studier, toårig",Interkulturelle studier,"Master degree, intercultural studies, two-year",0314,Sociology and cultural studies
731919,7319,5,True,"Master, organisasjon og ledelse, 1½-årig",Organisasjon og ledelse,"Master degree, organization and management, 1½-year",0312,Political sciences and civics
731999,7319,5,True,"Statsvitenskapelige fag, andre, uspesifiserte, høyere nivå",Statsvitenskap,"Political science, other, unspecified, graduate level",0312,Political sciences and civics
732,73,3,True,Sosiologiske fag,,Sociology,,
7321,732,4,True,Sosiologiske fag,,Sociology,,
732106,7321,5,True,"Master, sosiologi, toårig",Sosiologi,"Master degree, sociology, two-year",0314,Sociology and cultural studies
732199,7321,5,True,"Sosiologiske fag, uspesifiserte, høyere nivå",Sosiologi,"Sociology, unspecified, graduate level",0314,Sociology and cultural studies
7329,732,4,True,"Sosiologiske fag, andre",,"Sociology, other",,
732999,7329,5,True,"Sosiologiske fag, andre, uspesifiserte, høyere nivå",Sosiologiske fag,"Sociology, other, unspecified, graduate level",0314,Sociology and cultural studies
733,73,3,True,Samfunnsgeografiske fag,,Social geography,,
7331,733,4,True,Samfunnsgeografi,,Social geography,,
733105,7331,5,True,"Master of Philosophy, development geography",Utviklingsgeografi,"Master of Philosophy, development geography",0314,Sociology and cultural studies
733110,7331,5,True,"Master of Philosophy, samfunnsgeografi",Samfunnsgeografi,"Master of Philosophy, social geography",0314,Sociology and cultural studies
733111,7331,5,True,"Master, samfunnsgeografi, toårig",Samfunnsgeografi,"Master degree, social geography, two-year",0314,Sociology and cultural studies
733112,7331,5,True,"Master, development geography, toårig",Utviklingsgeografi,"Master degree, development geography, two-year",0314,Sociology and cultural studies
733113,7331,5,True,"Master, samfunnsplanlegging og kulturforståelse, toårig",Samfunnsplanlegging og kulturforståelse,"Master degree, social planning and culture studies, two-year",0314,Sociology and cultural studies
733199,7331,5,True,"Samfunnsgeografi, uspesifisert, høyere nivå",,"Social geography, unspecified, graduate level",0314,Sociology and cultural studies
7339,733,4,True,"Samfunnsgeografiske fag, andre",,"Social geography, other",,
734,73,3,True,Samfunnsøkonomiske fag,,Economics,,
7341,734,4,True,Samfunnsøkonomi,,Economics,,
734103,7341,5,True,"Master, samfunnsøkonomi, toårig",Samfunnsøkonomi,"Master degree, social economics, two-year",0311,Economics
734104,7341,5,True,"Master, samfunnsøkonomi, femårig",Samfunnsøkonomi,"Master degree, social economics, five-year",0311,Economics
734105,7341,5,True,"Master of Science, samfunnsøkonomi, toårig",Samfunnsøkonomi,"Master of Science, social economics, two-year",0311,Economics
734199,7341,5,True,"Samfunnsøkonomi, uspesifisert, høyere nivå",,"Economics, unspecified, graduate level",0311,Economics
7349,734,4,True,"Samfunnsøkonomiske fag, andre",,"Economics, other",,
734902,7349,5,True,"Høyere avdeling for siviløkonomer, samfunnsøkonomi",Samfunnsøkonomi,"Graduate studies for business and economics degree graduates, social economics",0311,Economics
734904,7349,5,True,"Master of Science, environmental and development economics, toårig",Miljø- og utviklingsøkonomi,"Master of Science, environmental and development economics, two-year",0311,Economics
734905,7349,5,True,"Samfunnsøkonomi, høyere nivå",Samfunnsøkonomi,"Social economics, graduate level",0311,Economics
734906,7349,5,True,"Master, environmental and development economics, toårig",Miljø- og utviklingsøkonomi,"Master degree, environmental and development economics, two-year",0311,Economics
734907,7349,5,True,"Master, utviklings- og ressursøkonomi, toårig",,"Master degree, development and resource economics, two-year",0311,Economics
734908,7349,5,True,"Master, politikk og økonomi, toårig",Politikk og økonomi,"Master degree, political economy, two-year",0311,Economics
734999,7349,5,True,"Samfunnsøkonomiske fag, andre, uspesifiserte, høyere nivå",Samfunnsøkonomi,"Economics, other, unspecified, graduate level",0311,Economics
735,73,3,True,Medie- og informasjonsfag,,Media and information,,
7351,735,4,True,Media og kommunikasjon,,Media and communication,,
735108,7351,5,True,"Master of Philosophy, media studies",Medievitenskap,"Master of Philosophy, media studies",0321,Journalism and reporting
735115,7351,5,True,"Master, informasjonsvitenskap, toårig",Informasjonsvitenskap,"Master degree, information science, two-year",0322,"Library, information and archival studies"
735116,7351,5,True,"Master, medievitenskap, toårig",Medievitenskap,"Master degree, media science, two-year",0321,Journalism and reporting
735117,7351,5,True,"Master, digitale medier, toårig",Digitale medier,"Master degree, digital media, two-year",0322,"Library, information and archival studies"
735118,7351,5,False,"Master, visual cultural studies, toårig",,"Master degree, visual cultural studies, two-year",0321,Journalism and reporting
735119,7351,5,True,"Master, samfunnskommunikasjon, toårig",Informasjon og samfunnskontakt,"Master degree, social communication, two-year",0321,Journalism and reporting
735120,7351,5,True,"Master, media practices, toårig",Medie- og kommunikasjonsfag,"Master degree, media practices, two-year",0321,Journalism and reporting
735199,7351,5,True,"Media og kommunikasjon, uspesifisert, høyere nivå",Media og kommunikasjon,"Media and communication, unspecified, graduate level",0321,Journalism and reporting
7352,735,4,True,Journalistikk,,Journalism,,
735203,7352,5,True,"Master, journalistikk, toårig",Journalistikk,"Master degree, journalism, two-year",0321,Journalism and reporting
735299,7352,5,True,"Journalistikk, uspesifisert, høyere nivå",Journalistikk,"Journalism, unspecified, graduate level",0321,Journalism and reporting
7359,735,4,True,"Medie- og informasjonsfag, andre",,"Media and information, other",,
735901,7359,5,True,"Master, medieteknikk, femårig",,"Master degree, media technique, five-year",0211,Audio-visual techniques and media production
735902,7359,5,True,"Master, medieproduksjon, toårig",Medieproduksjon,"Master degree, media production, two-year",0211,Audio-visual techniques and media production
735903,7359,5,True,"Master, film- og fjernsynsvitenskap, toårig",Film- og TV-fag,"Master degree, film and television science, two-year",0211,Audio-visual techniques and media production
735904,7359,5,True,"Master, medieteknikk, toårig",Medieteknikk,"Master degree, media technique, two-year",0211,Audio-visual techniques and media production
735905,7359,5,True,"Master, fjernsynsproduksjon, toårig",TV-produksjon,"Master degree, television production, two-year",0211,Audio-visual techniques and media production
735906,7359,5,True,"Master, dokumentarproduksjon, toårig",Dokumentarproduksjon,"Master degree, documentary production, two-year",0211,Audio-visual techniques and media production
735907,7359,5,True,"Master, multimedia og læringsteknologi, toårig",Multimedia og læringsteknologi,"Master degree, multimedia and educational technology, two-year",0211,Audio-visual techniques and media production
735908,7359,5,True,"Master, manusutvikling for serier, toårig",Manusutvikling for serier,"Master degree, scriptwriting for series, two-year",0211,Audio-visual techniques and media production
735909,7359,5,True,"Master, film- og medievitenskap, toårig",Film- og medievitenskap,"Master degree, film and media studies, two-year",0211,Audio-visual techniques and media production
735999,7359,5,True,"Medie- og informasjonsfag, andre, uspesifiserte, høyere nivå",Medie- og informasjonsfag,"Media and information, other, unspecified, graduate level",0321,Journalism and reporting
736,73,3,True,Psykologiske fag,,Psychology,,
7361,736,4,True,Psykologi,,Psychology,,
736104,7361,5,True,"Master, psykologi, toårig",Psykologi,"Master degree, psychology, two-year",0313,Psychology
736105,7361,5,True,"Cand.psychol.-utdanning, profesjonsstudiet i psykologi, seksårig","Psykologi, profesjonsstudium","Cand.psychol. degree, professional studies in psychology, six-year",0313,Psychology
7369,736,4,True,"Psykologiske fag, andre",,"Psychology, other",,
736901,7369,5,True,"Master of Philosophy, psykologiske fag, toårig",Psykologiske fag,"Master of Philosophy, psychology, two-year",0313,Psychology
736902,7369,5,True,"Master, psykologiske fag, toårig",Psykologiske fag,"Master degree, psychological subjects, two-year",0313,Psychology
736999,7369,5,True,"Psykologiske fag, andre, uspesifiserte, høyere nivå",Psykologiske fag,"Psychology, other, unspecified, graduate level",0313,Psychology
737,73,3,True,Juridiske fag,,Law,,
7371,737,4,True,Rettsstudiet,,Study of law,,
737102,7371,5,True,"Master, rettsvitenskap, femårig",Rettsvitenskap,"Master degree, law, five-year",0421,Law
737103,7371,5,True,"Master, rettsvitenskap, toårig",Rettsvitenskap,"Master degree, law, two-year",0421,Law
737199,7371,5,True,"Rettsstudiet, uspesifisert, høyere nivå",Rettsvitenskap,"Study of law, unspecified, graduate level",0421,Law
7372,737,4,True,Kriminologi,,Criminology,,
737203,7372,5,True,"Master, kriminologi, toårig",Kriminologi,"Master degree, criminology, two-year",0314,Sociology and cultural studies
737299,7372,5,True,"Kriminologi, uspesifisert, høyere nivå",Kriminologi,"Criminology, unspecified, graduate level",0314,Sociology and cultural studies
7379,737,4,True,"Juridiske fag, andre",,"Law, other",,
737903,7379,5,True,"Master of Arts, juridiske fag",Juridiske fag,"Master of Arts, law",0421,Law
737904,7379,5,True,"Master of Laws, public international law",Internasjonal offentlig rett,"Master of Laws, public international law",0421,Law
